Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
18-03-2017,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63534,7,639,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.052,TCP  ,OPENSTACK_NET,63534,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal,---,---,---
18-03-2017,30.301,TCP  ,10004_35,60715,EXT_SERVER,22,6,977,1,.APRSF,0,suspicious,---,---,---
18-03-2017,30.301,TCP  ,EXT_SERVER,22,10004_35,60715,10,4550,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,125.671,TCP  ,10004_35,36147,EXT_SERVER,22,8,459,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,125.671,TCP  ,EXT_SERVER,22,10004_35,36147,11,2637,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,15.357,TCP  ,EXT_SERVER,22,10001_123,1677,19,3093,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,15.357,TCP  ,10001_123,1677,EXT_SERVER,22,14,2889,1,.APRS.,0,suspicious,---,---,---
18-03-2017,0,TCP  ,10060_92,16308,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
18-03-2017,0,TCP  ,EXT_SERVER,23,10060_92,16308,1,40,1,.A.R..,0,suspicious,---,---,---
18-03-2017,13.97,TCP  ,EXT_SERVER,22,10001_123,4327,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,13.97,TCP  ,10001_123,4327,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious,---,---,---
18-03-2017,32.196,TCP  ,10004_35,58486,EXT_SERVER,22,7,1301,1,.APRSF,0,suspicious,---,---,---
18-03-2017,32.196,TCP  ,EXT_SERVER,22,10004_35,58486,12,5437,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.873,TCP  ,10006_27,40264,EXT_SERVER,22,18,2331,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.873,TCP  ,EXT_SERVER,22,10006_27,40264,20,4097,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,13.851,TCP  ,EXT_SERVER,22,10001_123,1942,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,13.851,TCP  ,10001_123,1942,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious,---,---,---
18-03-2017,10.578,TCP  ,10006_27,36533,EXT_SERVER,22,16,2221,1,.APRSF,0,suspicious,---,---,---
18-03-2017,10.578,TCP  ,EXT_SERVER,22,10006_27,36533,19,4173,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.677,TCP  ,EXT_SERVER,22,10054_249,57504,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.677,TCP  ,10054_249,57504,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,0.047,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50506,7,556,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.047,TCP  ,OPENSTACK_NET,50506,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50507,7,702,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.063,TCP  ,OPENSTACK_NET,50507,EXT_SERVER,8000,5,540,1,.AP.SF,0,normal,---,---,---
18-03-2017,9.44,TCP  ,EXT_SERVER,22,10054_249,39562,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.44,TCP  ,10054_249,39562,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,8.72,TCP  ,10006_27,42862,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,8.72,TCP  ,EXT_SERVER,22,10006_27,42862,20,3237,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.176,TCP  ,EXT_SERVER,22,10054_249,48434,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.176,TCP  ,10054_249,48434,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,14.007,TCP  ,EXT_SERVER,22,10001_123,4386,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,14.007,TCP  ,10001_123,4386,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious,---,---,---
18-03-2017,0,TCP  ,EXT_SERVER,23,10061_213,61969,1,40,1,.A.R..,0,suspicious,---,---,---
18-03-2017,0,TCP  ,10061_213,61969,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
18-03-2017,9.754,TCP  ,EXT_SERVER,22,10054_249,40543,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.754,TCP  ,10054_249,40543,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,85.598,TCP  ,10004_35,62441,EXT_SERVER,22,6,983,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,85.598,TCP  ,EXT_SERVER,22,10004_35,62441,13,8533,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,12.873,TCP  ,EXT_SERVER,22,10001_123,4649,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,12.873,TCP  ,10001_123,4649,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious,---,---,---
18-03-2017,9.84,TCP  ,EXT_SERVER,22,10054_249,47792,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.84,TCP  ,10054_249,47792,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.428,TCP  ,10006_27,14524,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.428,TCP  ,EXT_SERVER,22,10006_27,14524,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.602,TCP  ,EXT_SERVER,22,10054_249,55458,20,3237,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.602,TCP  ,10054_249,55458,EXT_SERVER,22,18,2335,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50522,7,561,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.067,TCP  ,OPENSTACK_NET,50522,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50523,7,1726,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.067,TCP  ,OPENSTACK_NET,50523,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal,---,---,---
18-03-2017,9.574,TCP  ,EXT_SERVER,22,10054_249,33823,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.574,TCP  ,10054_249,33823,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,14.67,TCP  ,EXT_SERVER,22,10001_123,1970,20,3145,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,14.67,TCP  ,10001_123,1970,EXT_SERVER,22,15,2981,1,.APRS.,0,suspicious,---,---,---
18-03-2017,0.039,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63584,7,556,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.039,TCP  ,OPENSTACK_NET,63584,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.07,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63585,7,702,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.07,TCP  ,OPENSTACK_NET,63585,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
18-03-2017,10.734,TCP  ,EXT_SERVER,22,10054_249,41143,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.734,TCP  ,10054_249,41143,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,121.796,TCP  ,10004_35,25456,EXT_SERVER,22,4,210,1,.A.RS.,0,suspicious,---,---,---
18-03-2017,121.796,TCP  ,EXT_SERVER,22,10004_35,25456,4,257,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,12.688,TCP  ,EXT_SERVER,22,10001_123,3332,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,12.688,TCP  ,10001_123,3332,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
18-03-2017,9.63,TCP  ,EXT_SERVER,22,10054_249,52486,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.63,TCP  ,10054_249,52486,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,0,TCP  ,10062_187,19782,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
18-03-2017,0,TCP  ,EXT_SERVER,23,10062_187,19782,1,40,1,.A.R..,0,suspicious,---,---,---
18-03-2017,9.647,TCP  ,EXT_SERVER,22,10054_249,33637,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.647,TCP  ,10054_249,33637,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,11.057,TCP  ,10006_27,30773,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious,---,---,---
18-03-2017,11.057,TCP  ,EXT_SERVER,22,10006_27,30773,20,3249,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,14.629,TCP  ,EXT_SERVER,22,10001_123,3111,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,14.629,TCP  ,10001_123,3111,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious,---,---,---
18-03-2017,10.762,TCP  ,EXT_SERVER,22,10054_249,41600,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.762,TCP  ,10054_249,41600,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.347,TCP  ,10006_27,62051,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.347,TCP  ,EXT_SERVER,22,10006_27,62051,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.495,TCP  ,EXT_SERVER,22,10054_249,52409,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.495,TCP  ,10054_249,52409,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,12.166,TCP  ,EXT_SERVER,22,10001_123,4831,19,3093,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,12.166,TCP  ,10001_123,4831,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious,---,---,---
18-03-2017,121.902,TCP  ,10004_35,47617,EXT_SERVER,22,7,381,1,.APRSF,0,suspicious,---,---,---
18-03-2017,121.902,TCP  ,EXT_SERVER,22,10004_35,47617,15,8729,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.078,TCP  ,EXT_SERVER,22,10054_249,60186,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.078,TCP  ,10054_249,60186,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,0.061,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63605,7,561,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.061,TCP  ,OPENSTACK_NET,63605,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63606,7,1726,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.075,TCP  ,OPENSTACK_NET,63606,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal,---,---,---
18-03-2017,11.649,TCP  ,EXT_SERVER,22,10054_249,40250,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,11.649,TCP  ,10054_249,40250,EXT_SERVER,22,22,2527,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,17.045,TCP  ,EXT_SERVER,22,10001_123,4313,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,17.045,TCP  ,10001_123,4313,EXT_SERVER,22,16,3003,1,.APRS.,0,suspicious,---,---,---
18-03-2017,9.948,TCP  ,EXT_SERVER,22,10054_249,53522,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.948,TCP  ,10054_249,53522,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,12.082,TCP  ,10004_35,50985,EXT_SERVER,22,6,977,1,.APRSF,0,suspicious,---,---,---
18-03-2017,12.082,TCP  ,EXT_SERVER,22,10004_35,50985,9,3510,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.589,TCP  ,10006_27,47583,EXT_SERVER,22,15,2157,1,.APRSF,0,suspicious,---,---,---
18-03-2017,10.589,TCP  ,EXT_SERVER,22,10006_27,47583,20,3305,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.557,TCP  ,EXT_SERVER,22,10054_249,32858,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.557,TCP  ,10054_249,32858,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,0,TCP  ,10063_249,6000,EXT_SERVER,1433,1,46,1,....S.,0,suspicious,---,---,---
18-03-2017,0,TCP  ,EXT_SERVER,1433,10063_249,6000,1,40,1,.A.R..,0,suspicious,---,---,---
18-03-2017,9.685,TCP  ,EXT_SERVER,22,10054_249,43404,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.685,TCP  ,10054_249,43404,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,13.223,TCP  ,EXT_SERVER,22,10001_123,2176,19,3093,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,13.223,TCP  ,10001_123,2176,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
18-03-2017,123.246,TCP  ,10004_35,59332,EXT_SERVER,22,8,441,1,.APRS.,0,suspicious,---,---,---
18-03-2017,123.246,TCP  ,EXT_SERVER,22,10004_35,59332,9,2477,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,0,TCP  ,10064_214,29748,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
18-03-2017,0,TCP  ,EXT_SERVER,23,10064_214,29748,1,40,1,.A.R..,0,suspicious,---,---,---
18-03-2017,10.949,TCP  ,EXT_SERVER,22,10054_249,52264,19,3185,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,10.949,TCP  ,10054_249,52264,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50556,7,556,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.048,TCP  ,OPENSTACK_NET,50556,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50557,7,702,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.068,TCP  ,OPENSTACK_NET,50557,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50558,7,639,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.057,TCP  ,OPENSTACK_NET,50558,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal,---,---,---
18-03-2017,13.776,TCP  ,EXT_SERVER,22,10001_123,4077,19,3093,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,13.776,TCP  ,10001_123,4077,EXT_SERVER,22,14,2889,1,.APRS.,0,suspicious,---,---,---
18-03-2017,1.071,TCP  ,EXT_SERVER,22,10065_254,21771,5,1285,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,1.071,TCP  ,10065_254,21771,EXT_SERVER,22,6,341,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,11.886,TCP  ,EXT_SERVER,22,10054_249,35772,20,3237,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,11.886,TCP  ,10054_249,35772,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,5.459,TCP  ,10004_35,14320,EXT_SERVER,22,6,359,1,.APRSF,0,suspicious,---,---,---
18-03-2017,5.459,TCP  ,EXT_SERVER,22,10004_35,14320,5,2302,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,9.997,TCP  ,EXT_SERVER,22,10054_249,54108,20,3237,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,9.997,TCP  ,10054_249,54108,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,13.101,TCP  ,EXT_SERVER,22,10001_123,3579,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,13.101,TCP  ,10001_123,3579,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious,---,---,---
18-03-2017,123.245,TCP  ,10004_35,28726,EXT_SERVER,22,5,289,1,.APRS.,0,suspicious,---,---,---
18-03-2017,123.245,TCP  ,EXT_SERVER,22,10004_35,28726,9,2510,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,8.892,TCP  ,10006_27,14341,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,8.892,TCP  ,EXT_SERVER,22,10006_27,14341,20,3249,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,14.367,TCP  ,EXT_SERVER,22,10001_123,3496,18,2985,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,14.367,TCP  ,10001_123,3496,EXT_SERVER,22,17,3091,1,.APRS.,0,suspicious,---,---,---
18-03-2017,8.105,TCP  ,EXT_SERVER,22,10066_254,26766,7,1438,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,8.105,TCP  ,10066_254,26766,EXT_SERVER,22,9,509,1,.APRSF,0,suspicious,---,---,---
18-03-2017,0,TCP  ,10067_58,58027,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
18-03-2017,0,TCP  ,EXT_SERVER,23,10067_58,58027,1,40,1,.A.R..,0,suspicious,---,---,---
18-03-2017,14.349,TCP  ,EXT_SERVER,22,10001_123,4655,19,3093,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,14.349,TCP  ,10001_123,4655,EXT_SERVER,22,14,2889,1,.APRS.,0,suspicious,---,---,---
18-03-2017,6.817,TCP  ,10004_35,37514,EXT_SERVER,22,7,381,1,.APRS.,0,suspicious,---,---,---
18-03-2017,6.817,TCP  ,EXT_SERVER,22,10004_35,37514,5,1285,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63639,7,702,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.06,TCP  ,OPENSTACK_NET,63639,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.047,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63640,7,556,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.047,TCP  ,OPENSTACK_NET,63640,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63641,7,639,1,.AP.SF,0,normal,---,---,---
18-03-2017,0.048,TCP  ,OPENSTACK_NET,63641,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal,---,---,---
18-03-2017,9.186,TCP  ,10006_27,62763,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious,---,---,---
18-03-2017,9.186,TCP  ,EXT_SERVER,22,10006_27,62763,20,3249,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,0.981,TCP  ,10068_180,4226,EXT_SERVER,445,3,144,1,....S.,0,suspicious,---,---,---
18-03-2017,0.981,TCP  ,EXT_SERVER,445,10068_180,4226,3,120,1,.A.R..,0,suspicious,---,---,---
18-03-2017,15.104,TCP  ,EXT_SERVER,22,10001_123,2246,21,3117,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,15.104,TCP  ,10001_123,2246,EXT_SERVER,22,17,3073,1,.APRS.,0,suspicious,---,---,---
18-03-2017,0,TCP  ,EXT_SERVER,3306,10069_152,36292,1,40,1,.A.R..,0,suspicious,---,---,---
18-03-2017,0,TCP  ,10069_152,36292,EXT_SERVER,3306,1,46,1,....S.,0,suspicious,---,---,---
18-03-2017,13.279,TCP  ,EXT_SERVER,22,10001_123,4851,19,3037,1,.AP.S.,0,suspicious,---,---,---
18-03-2017,13.279,TCP  ,10001_123,4851,EXT_SERVER,22,14,2935,1,.APRS.,0,suspicious,---,---,---
18-03-2017,1.051,TCP  ,10070_111,8049,EXT_SERVER,22,6,341,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,1.051,TCP  ,EXT_SERVER,22,10070_111,8049,5,1285,1,.AP.SF,0,suspicious,---,---,---
18-03-2017,14.255,TCP  ,EXT_SERVER,22,10001_123,4645,18,2985,1,.AP.S.,0,suspicious,---,---,---
19-03-2017,14.255,TCP  ,10001_123,4645,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious,---,---,---
19-03-2017,0,TCP  ,10071_129,33530,EXT_SERVER,5093,1,46,1,....S.,0,suspicious,---,---,---
19-03-2017,0,TCP  ,EXT_SERVER,5093,10071_129,33530,1,40,1,.A.R..,0,suspicious,---,---,---
19-03-2017,15.868,TCP  ,EXT_SERVER,22,10001_123,2403,20,3065,1,.AP.S.,0,suspicious,---,---,---
19-03-2017,15.868,TCP  ,10001_123,2403,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious,---,---,---
19-03-2017,10.874,TCP  ,10004_35,62175,EXT_SERVER,22,5,301,1,.APRSF,0,suspicious,---,---,---
19-03-2017,10.874,TCP  ,EXT_SERVER,22,10004_35,62175,8,1461,1,.AP.SF,0,suspicious,---,---,---
19-03-2017,0.058,TCP  ,10072_182,60232,EXT_SERVER,22,2,92,1,...RS.,0,suspicious,---,---,---
19-03-2017,0.058,TCP  ,EXT_SERVER,22,10072_182,60232,1,44,1,.A..S.,0,suspicious,---,---,---
19-03-2017,17.563,TCP  ,EXT_SERVER,22,10001_123,1667,21,3173,1,.AP.S.,0,suspicious,---,---,---
19-03-2017,17.563,TCP  ,10001_123,1667,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious,---,---,---
19-03-2017,0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50607,7,561,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.066,TCP  ,OPENSTACK_NET,50607,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50608,7,556,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.048,TCP  ,OPENSTACK_NET,50608,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50609,7,702,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.049,TCP  ,OPENSTACK_NET,50609,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
19-03-2017,1.406,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50610,7,1726,1,.AP.SF,0,normal,---,---,---
19-03-2017,1.406,TCP  ,OPENSTACK_NET,50610,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal,---,---,---
19-03-2017,0,TCP  ,10073_107,58558,EXT_SERVER,9200,1,46,1,....S.,0,suspicious,---,---,---
19-03-2017,0,TCP  ,EXT_SERVER,9200,10073_107,58558,1,40,1,.A.R..,0,suspicious,---,---,---
19-03-2017,10.46,TCP  ,10006_27,20452,EXT_SERVER,22,15,2173,1,.APRSF,0,suspicious,---,---,---
19-03-2017,10.46,TCP  ,EXT_SERVER,22,10006_27,20452,21,3369,1,.AP.SF,0,suspicious,---,---,---
19-03-2017,9.068,TCP  ,10006_27,16058,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious,---,---,---
19-03-2017,9.068,TCP  ,EXT_SERVER,22,10006_27,16058,20,4085,1,.AP.SF,0,suspicious,---,---,---
19-03-2017,14.07,TCP  ,EXT_SERVER,22,10001_123,1137,18,2985,1,.AP.S.,0,suspicious,---,---,---
19-03-2017,14.07,TCP  ,10001_123,1137,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious,---,---,---
19-03-2017,121.48,TCP  ,10004_35,32906,EXT_SERVER,22,5,291,1,.APRS.,0,suspicious,---,---,---
19-03-2017,121.48,TCP  ,EXT_SERVER,22,10004_35,32906,12,6742,1,.AP.SF,0,suspicious,---,---,---
19-03-2017,0,TCP  ,10074_236,22117,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
19-03-2017,0,TCP  ,EXT_SERVER,23,10074_236,22117,1,40,1,.A.R..,0,suspicious,---,---,---
19-03-2017,16.879,TCP  ,EXT_SERVER,22,10001_123,1497,22,3281,1,.AP.S.,0,suspicious,---,---,---
19-03-2017,16.879,TCP  ,10001_123,1497,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious,---,---,---
19-03-2017,0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63692,7,561,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.066,TCP  ,OPENSTACK_NET,63692,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63693,7,702,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.072,TCP  ,OPENSTACK_NET,63693,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63694,7,556,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.053,TCP  ,OPENSTACK_NET,63694,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63695,7,1726,1,.AP.SF,0,normal,---,---,---
19-03-2017,0.074,TCP  ,OPENSTACK_NET,63695,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal,---,---,---
19-03-2017,9.655,TCP  ,10006_27,58318,EXT_SERVER,22,17,2273,1,.APRSF,0,suspicious,---,---,---
19-03-2017,9.655,TCP  ,EXT_SERVER,22,10006_27,58318,21,3353,1,.AP.SF,0,suspicious,---,---,---
19-03-2017,13.962,TCP  ,EXT_SERVER,22,10001_123,4479,18,2985,1,.AP.S.,0,suspicious,---,---,---
19-03-2017,13.962,TCP  ,10001_123,4479,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious,---,---,---
19-03-2017,15.398,TCP  ,EXT_SERVER,22,10001_123,2051,18,2985,1,.AP.S.,0,suspicious,---,---,---
19-03-2017,15.398,TCP  ,10001_123,2051,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
19-03-2017,120.927,TCP  ,10004_35,59817,EXT_SERVER,22,5,277,1,.APRSF,0,suspicious,---,---,---
19-03-2017,120.927,TCP  ,EXT_SERVER,22,10004_35,59817,11,6590,1,.AP.SF,0,suspicious,---,---,---
19-03-2017,0,TCP  ,10075_122,40715,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
19-03-2017,0,TCP  ,EXT_SERVER,23,10075_122,40715,1,40,1,.A.R..,0,suspicious,---,---,---
19-03-2017,9.679,TCP  ,10006_27,22255,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
19-03-2017,9.679,TCP  ,EXT_SERVER,22,10006_27,22255,19,3185,1,.AP.SF,0,suspicious,---,---,---
